,snapshotTime,snapshotTimeUTC,openPrice,closePrice,highPrice,lowPrice,lastTradedVolume
2894,2020/03/25 20:00:00,2020-03-25T20:00:00,"{'bid': 2477.46, 'ask': 2478.46, 'lastTraded': None}","{'bid': 2479.48, 'ask': 2481.58, 'lastTraded': None}","{'bid': 2493.11, 'ask': 2494.31, 'lastTraded': None}","{'bid': 2470.11, 'ask': 2471.31, 'lastTraded': None}",126745
2895,2020/03/25 22:00:00,2020-03-25T22:00:00,"{'bid': 2482.36, 'ask': 2483.56, 'lastTraded': None}","{'bid': 2480.11, 'ask': 2481.31, 'lastTraded': None}","{'bid': 2500.86, 'ask': 2502.06, 'lastTraded': None}","{'bid': 2466.24, 'ask': 2467.44, 'lastTraded': None}",39221
2896,2020/03/26 00:00:00,2020-03-26T00:00:00,"{'bid': 2479.99, 'ask': 2481.19, 'lastTraded': None}","{'bid': 2454.86, 'ask': 2456.06, 'lastTraded': None}","{'bid': 2508.74, 'ask': 2509.94, 'lastTraded': None}","{'bid': 2449.86, 'ask': 2451.06, 'lastTraded': None}",63508
2897,2020/03/26 02:00:00,2020-03-26T02:00:00,"{'bid': 2455.11, 'ask': 2456.31, 'lastTraded': None}","{'bid': 2465.86, 'ask': 2467.06, 'lastTraded': None}","{'bid': 2482.24, 'ask': 2483.44, 'lastTraded': None}","{'bid': 2441.99, 'ask': 2443.19, 'lastTraded': None}",50442
2898,2020/03/26 04:00:00,2020-03-26T04:00:00,"{'bid': 2466.49, 'ask': 2467.69, 'lastTraded': None}","{'bid': 2458.11, 'ask': 2459.31, 'lastTraded': None}","{'bid': 2471.24, 'ask': 2472.44, 'lastTraded': None}","{'bid': 2445.61, 'ask': 2446.81, 'lastTraded': None}",34974
2899,2020/03/26 06:00:00,2020-03-26T06:00:00,"{'bid': 2458.49, 'ask': 2459.69, 'lastTraded': None}","{'bid': 2430.86, 'ask': 2432.06, 'lastTraded': None}","{'bid': 2459.24, 'ask': 2460.44, 'lastTraded': None}","{'bid': 2423.49, 'ask': 2424.69, 'lastTraded': None}",37744
2900,2020/03/26 08:00:00,2020-03-26T08:00:00,"{'bid': 2430.99, 'ask': 2432.19, 'lastTraded': None}","{'bid': 2442.96, 'ask': 2443.96, 'lastTraded': None}","{'bid': 2448.36, 'ask': 2449.56, 'lastTraded': None}","{'bid': 2423.49, 'ask': 2424.69, 'lastTraded': None}",71879
2901,2020/03/26 10:00:00,2020-03-26T10:00:00,"{'bid': 2442.84, 'ask': 2443.84, 'lastTraded': None}","{'bid': 2432.09, 'ask': 2433.09, 'lastTraded': None}","{'bid': 2462.96, 'ask': 2463.96, 'lastTraded': None}","{'bid': 2430.34, 'ask': 2431.34, 'lastTraded': None}",63777
2902,2020/03/26 12:00:00,2020-03-26T12:00:00,"{'bid': 2433.09, 'ask': 2434.09, 'lastTraded': None}","{'bid': 2545.44, 'ask': 2546.24, 'lastTraded': None}","{'bid': 2549.69, 'ask': 2550.49, 'lastTraded': None}","{'bid': 2414.09, 'ask': 2415.09, 'lastTraded': None}",382663
2903,2020/03/26 14:00:00,2020-03-26T14:00:00,"{'bid': 2545.69, 'ask': 2546.49, 'lastTraded': None}","{'bid': 2593.14, 'ask': 2593.94, 'lastTraded': None}","{'bid': 2598.01, 'ask': 2598.81, 'lastTraded': None}","{'bid': 2536.94, 'ask': 2537.74, 'lastTraded': None}",482276
2904,2020/03/26 16:00:00,2020-03-26T16:00:00,"{'bid': 2593.39, 'ask': 2594.19, 'lastTraded': None}","{'bid': 2576.3, 'ask': 2577.1, 'lastTraded': None}","{'bid': 2602.26, 'ask': 2603.06, 'lastTraded': None}","{'bid': 2556.64, 'ask': 2557.44, 'lastTraded': None}",343624
2905,2020/03/26 18:00:00,2020-03-26T18:00:00,"{'bid': 2576.05, 'ask': 2576.85, 'lastTraded': None}","{'bid': 2622.55, 'ask': 2623.35, 'lastTraded': None}","{'bid': 2637.3, 'ask': 2638.1, 'lastTraded': None}","{'bid': 2563.8, 'ask': 2564.6, 'lastTraded': None}",635294
2906,2020/03/26 20:00:00,2020-03-26T20:00:00,"{'bid': 2622.54, 'ask': 2623.34, 'lastTraded': None}","{'bid': 2634.3, 'ask': 2636.2, 'lastTraded': None}","{'bid': 2634.7, 'ask': 2636.6, 'lastTraded': None}","{'bid': 2613.94, 'ask': 2614.94, 'lastTraded': None}",127688
